date,PM2.5,O3,CO,NO2,SO2,AQI_PM2.5,AQI_O3,AQI_CO,AQI_NO2,AQI_SO2,AQI,AQI_Category,num_pollutants_available
2009-01-01,7.280000000009434,0.019987249999988136,0.20234850000023102,14.69444433333921,2.603327999998897,30.0,19.0,2.0,14.0,4.0,30.0,Good,5
2009-01-02,14.599999999992614,0.009253500000005768,0.4379817500000044,32.28787866667184,5.0219643000005005,56.0,9.0,5.0,30.0,7.0,56.0,Moderate,5
2009-01-03,13.45000000001164,0.019350500000008958,0.32723374999989774,17.48611099999647,3.1477975666664957,54.0,18.0,4.0,16.0,4.0,54.0,Moderate,5
2009-01-04,7.539999999991647,0.01483524999998501,0.2765344999998244,20.680555666655216,2.9270004333336495,31.0,14.0,3.0,20.0,4.0,31.0,Good,5
2009-01-05,13.000000000004032,0.011637750000003338,0.4451772499999847,28.78129133333645,3.5463767000000366,53.0,11.0,5.0,27.0,5.0,53.0,Moderate,5
2009-01-06,12.100000000003808,0.010284000000000657,0.39365449999996854,26.13137266666626,3.9921875416668127,51.0,10.0,4.0,25.0,6.0,51.0,Moderate,5
2009-01-07,8.880000000000196,0.012322499999998675,0.3964947499997983,24.055555333359255,1.7228610689668948,37.0,11.0,5.0,23.0,2.0,37.0,Good,5
2009-01-08,9.89999999999418,0.018414750000010912,0.21271399999998883,17.30050466665754,2.3187500333336803,41.0,17.0,2.0,16.0,3.0,41.0,Good,5
2009-01-09,6.349999999995548,0.02048700000000016,0.3052170000000594,20.819444333328136,1.8687499000004648,26.0,19.0,3.0,20.0,3.0,26.0,Good,5
2009-01-10,9.359999999994427,0.015705250000014194,0.34513199999953065,23.430555666653696,2.5510999333330617,39.0,15.0,4.0,22.0,4.0,39.0,Good,5
2009-01-11,9.299999999991316,0.015196999999999048,0.37901149999991207,21.93308066666177,3.0650000666669155,39.0,14.0,4.0,21.0,4.0,39.0,Good,5
2009-01-12,12.99999999999589,0.009857500000006722,0.4068627499998664,31.561868999995113,5.06128103333149,53.0,9.0,5.0,30.0,7.0,53.0,Moderate,5
2009-01-13,17.339999999992312,0.006660750000004642,0.6447229999999584,36.847222000031024,5.374983433333962,62.0,6.0,7.0,35.0,8.0,62.0,Moderate,5
2009-01-14,9.249999999996897,0.019471000000011767,0.192992250000059,21.016413999999486,2.704451333333706,39.0,18.0,2.0,20.0,4.0,39.0,Good,5
2009-01-15,10.599999999991418,0.011119999999996969,0.4603512500000987,25.58333333333321,7.2699513666661195,44.0,10.0,5.0,24.0,10.0,44.0,Good,5
2009-01-16,14.939999999999388,0.010443750000004508,0.4949179999994032,30.52777766667933,5.765284666667528,57.0,10.0,6.0,29.0,8.0,57.0,Moderate,5
2009-01-17,15.600000000003122,0.014156750000002903,0.3760142499999966,24.838383666673312,5.615416566664297,58.0,13.0,4.0,23.0,8.0,58.0,Moderate,5
2009-01-18,24.149999999971836,0.004577499999999201,0.701458499999785,32.97222233332952,6.310416566665559,76.0,4.0,8.0,31.0,9.0,76.0,Moderate,5
2009-01-19,23.87999999999122,0.005728500000002761,0.406420249999841,31.972222000032417,7.712611333339897,76.0,5.0,5.0,30.0,11.0,76.0,Moderate,5
2009-01-20,24.25,0.01292225000000214,0.5497337499998907,27.15000000000825,6.875287379310565,77.0,12.0,6.0,26.0,10.0,77.0,Moderate,5
2009-01-21,14.05000000000077,0.015545000000008163,0.4234692500000106,26.638888666662016,4.115230724138495,55.0,14.0,5.0,25.0,6.0,55.0,Moderate,5
2009-01-22,19.08000000000496,0.013059249999999046,0.5221495000003962,27.42803033332708,6.2954721666672855,66.0,12.0,6.0,26.0,9.0,66.0,Moderate,5
