latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.355007,70.99706,3005.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2005-09-24,71,3.8,1.1,3.70,36.7,6.9,235
2005-09-25,75,1.8,-0.7,14.60,34.2,5.0,237
2005-09-26,73,-0.0,-2.7,3.30,22.3,4.5,189
2005-09-27,75,-0.0,-2.9,9.40,34.2,5.0,233
2005-09-28,71,-1.5,-4.6,0.20,37.4,5.5,235
2005-09-29,0,0.6,-2.8,0.00,23.8,5.2,136
2005-09-30,0,3.2,0.1,0.00,22.7,5.4,179
2005-10-01,3,4.7,1.7,0.00,28.4,5.4,195
2005-10-02,73,3.4,0.4,8.70,37.8,5.7,196
2005-10-03,73,1.0,-1.9,8.80,36.4,5.5,206
2005-10-04,51,0.5,-2.5,0.50,24.8,4.3,192
2005-10-05,51,1.8,-1.4,0.10,32.8,4.7,194
2005-10-06,73,3.5,0.6,9.60,43.9,6.8,196
2005-10-07,73,2.8,-0.1,11.90,49.7,7.0,204
2005-10-08,73,1.2,-1.6,2.40,46.4,6.9,230
2005-10-09,3,0.2,-3.0,0.00,36.4,6.6,249
2005-10-10,3,0.5,-2.8,0.00,29.9,5.6,244
2005-10-11,71,0.3,-2.9,0.10,26.3,4.9,232
2005-10-12,73,-2.2,-5.6,1.50,29.9,4.8,211
2005-10-13,73,-2.5,-5.8,1.20,24.8,5.1,169
2005-10-14,73,-3.8,-7.2,5.30,27.4,5.0,114
2005-10-15,73,-5.0,-8.4,1.20,23.0,4.3,183
2005-10-16,71,-6.0,-9.7,0.20,20.2,4.3,176
2005-10-17,1,-4.4,-8.3,0.00,21.2,4.7,155
2005-10-18,0,-0.6,-4.7,0.00,25.6,5.8,168
2005-10-19,1,2.2,-1.8,0.00,22.0,4.7,184
2005-10-20,0,2.6,-1.4,0.00,24.8,5.1,183
2005-10-21,2,3.5,-0.7,0.00,33.5,6.1,184
2005-10-22,73,2.5,-1.1,6.70,58.3,6.5,191
2005-10-23,73,-2.4,-5.4,2.90,54.0,5.3,231
2005-10-24,71,-5.2,-8.6,0.00,18.7,4.3,180
2005-10-25,1,-5.8,-9.5,0.00,23.4,5.1,180
2005-10-26,2,-4.7,-9.0,0.00,56.2,9.2,194
2005-10-27,2,-2.8,-7.1,0.00,48.2,7.4,197
2005-10-28,0,-0.3,-4.3,0.00,32.8,5.4,185
2005-10-29,3,-0.2,-4.3,0.00,39.6,7.2,192
2005-10-30,71,-1.7,-5.8,0.40,50.4,9.2,208
2005-10-31,71,-3.4,-7.7,0.20,40.3,7.4,219
2005-11-01,3,-3.7,-7.5,0.00,30.6,5.9,217
2005-11-02,2,-4.0,-7.8,0.00,27.7,4.8,208
2005-11-03,2,-3.8,-7.7,0.00,27.4,4.9,222
2005-11-04,0,-2.1,-6.0,0.00,18.4,4.7,186
2005-11-05,0,-2.0,-5.8,0.00,20.9,4.4,191
2005-11-06,3,-2.2,-6.3,0.00,32.8,5.1,194
2005-11-07,71,-3.6,-7.3,0.20,31.3,5.4,219
2005-11-08,3,-3.8,-7.4,0.00,27.0,4.3,190
2005-11-09,75,-2.1,-5.4,17.60,30.2,4.2,190
2005-11-10,73,-4.6,-8.0,10.80,55.4,5.2,199
2005-11-11,73,-9.1,-12.9,3.90,32.8,4.7,192
2005-11-12,3,-11.3,-15.5,0.00,37.8,5.1,182
2005-11-13,73,-9.5,-13.7,7.70,45.7,6.6,184
2005-11-14,3,-12.3,-16.6,0.00,45.4,6.3,197
2005-11-15,3,-12.8,-17.0,0.00,32.4,4.7,183
2005-11-16,1,-12.6,-17.0,0.00,23.4,5.1,183
2005-11-17,0,-6.7,-11.3,0.00,24.1,5.4,182
2005-11-18,0,-3.0,-7.6,0.00,23.8,5.4,188
2005-11-19,3,-1.9,-6.5,0.00,20.2,5.1,188
2005-11-20,2,-1.7,-5.9,0.00,20.2,4.7,185
2005-11-21,71,-2.3,-6.2,0.70,19.4,4.0,190
2005-11-22,73,-4.7,-8.2,3.60,31.7,4.7,186
2005-11-23,73,-7.1,-11.0,4.70,47.2,5.8,187
2005-11-24,75,-9.5,-13.7,7.00,67.7,7.4,184
2005-11-25,71,-11.9,-16.1,0.00,42.8,5.2,187
2005-11-26,0,-11.8,-15.9,0.00,19.8,3.6,185
2005-11-27,3,-11.4,-15.8,0.00,22.7,4.3,184
2005-11-28,3,-10.8,-15.2,0.00,21.2,4.7,186
2005-11-29,0,-10.7,-15.1,0.00,22.3,4.7,186
2005-11-30,0,-9.9,-14.6,0.00,22.7,5.1,185
2005-12-01,0,-9.5,-14.3,0.00,24.5,5.1,186
2005-12-02,3,-10.7,-15.4,0.00,24.8,5.1,185
2005-12-03,73,-11.2,-15.6,4.10,45.7,5.8,185
2005-12-04,73,-9.2,-13.2,9.70,37.1,5.1,189
2005-12-05,73,-7.2,-11.2,2.90,43.6,5.8,203
2005-12-06,73,-8.7,-12.7,2.10,41.8,5.4,200
2005-12-07,75,-9.0,-12.5,19.90,37.8,2.6,193
2005-12-08,71,-13.2,-17.4,0.30,19.1,4.7,171
2005-12-09,0,-13.6,-18.3,0.00,23.4,5.1,184
2005-12-10,1,-10.8,-15.5,0.00,24.8,5.1,187
2005-12-11,1,-7.4,-12.0,0.00,22.7,5.1,187
2005-12-12,3,-8.2,-12.7,0.00,26.3,5.1,186
2005-12-13,3,-10.8,-15.3,0.00,29.2,5.4,184
2005-12-14,71,-13.1,-17.5,0.20,23.8,5.1,185
2005-12-15,1,-12.8,-17.5,0.00,29.2,5.4,184
2005-12-16,3,-9.4,-14.1,0.00,29.2,5.8,184
2005-12-17,2,-5.3,-10.0,0.00,22.0,5.1,185
2005-12-18,3,-5.0,-9.7,0.00,25.9,5.4,183
2005-12-19,3,-4.4,-9.2,0.00,25.2,5.4,184
2005-12-20,0,-7.0,-11.7,0.00,23.0,5.1,186
2005-12-21,0,-8.7,-13.4,0.00,28.1,4.8,193
2005-12-22,0,-10.7,-15.0,0.00,25.6,4.4,189
2005-12-23,3,-11.5,-15.9,0.00,26.3,5.1,185
2005-12-24,73,-9.3,-13.8,4.90,45.7,5.8,185
2005-12-25,73,-7.4,-11.3,1.80,46.4,5.9,191
2005-12-26,75,-6.0,-9.8,12.60,54.7,5.9,185
2005-12-27,75,-8.1,-12.3,12.70,69.5,9.8,189
2005-12-28,71,-14.3,-18.9,0.00,64.4,8.8,186
2005-12-29,71,-17.6,-22.1,0.70,40.3,5.9,191
2005-12-30,1,-19.9,-24.6,0.00,32.8,4.7,188
2005-12-31,0,-20.0,-24.8,0.00,37.4,5.2,193
2006-01-01,1,-22.6,-27.2,0.00,36.4,4.8,190
2006-01-02,0,-24.6,-29.2,0.00,24.1,4.7,182
2006-01-03,1,-24.0,-28.7,0.00,24.1,5.0,181
2006-01-04,0,-21.3,-26.1,0.00,25.2,5.4,184
2006-01-05,0,-20.1,-24.9,0.00,24.1,5.1,187
2006-01-06,71,-20.4,-25.3,0.90,49.0,6.2,187
2006-01-07,73,-15.4,-20.1,7.90,63.0,7.2,195
2006-01-08,73,-11.3,-15.8,11.30,69.1,8.2,195
2006-01-09,73,-10.4,-14.7,17.60,68.8,8.2,198
2006-01-10,73,-13.4,-17.7,7.60,49.0,5.9,219
2006-01-11,3,-16.8,-21.3,0.00,40.3,5.3,197
2006-01-12,3,-17.0,-21.5,0.00,29.9,4.7,187
2006-01-13,71,-16.4,-21.0,0.00,31.0,5.1,186
2006-01-14,73,-16.5,-20.9,2.40,37.8,5.1,186
2006-01-15,71,-15.7,-20.1,2.00,36.4,5.4,187
2006-01-16,71,-16.5,-21.1,2.00,50.8,6.8,182
2006-01-17,3,-18.9,-23.7,0.00,55.1,7.6,187
2006-01-18,71,-18.8,-23.5,1.70,60.8,7.7,185
2006-01-19,71,-19.0,-23.8,0.00,60.1,7.4,190
2006-01-20,3,-18.6,-23.2,0.00,31.3,5.1,188
2006-01-21,0,-17.6,-22.2,0.00,29.2,5.1,184
2006-01-22,71,-15.9,-20.6,0.00,31.3,5.4,186
2006-01-23,71,-16.5,-21.1,0.00,48.2,6.7,189
2006-01-24,73,-13.3,-17.9,8.20,59.4,7.8,195
2006-01-25,73,-11.6,-16.2,17.50,69.5,8.1,201
2006-01-26,75,-11.7,-15.9,16.10,57.2,6.4,206
2006-01-27,75,-10.0,-14.0,16.20,53.6,5.7,215
2006-01-28,73,-13.0,-17.2,3.30,42.5,5.5,193
2006-01-29,71,-14.7,-19.1,1.20,41.4,6.9,191
2006-01-30,73,-13.2,-17.6,3.10,50.0,6.5,183
2006-01-31,71,-13.0,-17.4,1.40,60.5,6.9,186
2006-02-01,73,-12.7,-17.2,8.00,55.8,6.5,183
2006-02-02,73,-12.0,-16.5,6.00,75.6,7.5,191
2006-02-03,3,-10.0,-14.4,0.00,44.6,5.8,186
2006-02-04,71,-4.1,-8.3,0.00,50.8,5.9,187
2006-02-05,73,-5.4,-9.6,5.40,66.6,7.4,187
2006-02-06,2,-8.3,-12.4,0.00,49.3,6.4,186
2006-02-07,3,-5.8,-10.3,0.00,34.6,5.4,184
2006-02-08,3,-6.0,-10.2,0.00,40.7,5.8,183
2006-02-09,75,-4.8,-8.8,15.60,78.8,8.0,185
2006-02-10,75,-5.6,-9.8,36.40,87.5,11.4,194
2006-02-11,73,-10.2,-14.7,1.70,87.8,12.6,199
2006-02-12,3,-9.9,-14.2,0.00,36.0,5.1,181
2006-02-13,3,-7.0,-11.6,0.00,34.2,4.7,161
2006-02-14,2,-8.1,-12.8,0.00,28.4,5.1,176
2006-02-15,3,-9.5,-14.1,0.00,23.4,5.4,184
2006-02-16,75,-9.7,-14.0,7.50,54.0,5.8,184
2006-02-17,75,-7.2,-11.0,17.30,72.4,6.9,185
2006-02-18,75,-10.2,-14.4,11.20,84.2,7.9,193
2006-02-19,3,-12.8,-17.0,0.00,43.9,5.4,193
2006-02-20,73,-13.2,-17.4,1.30,34.6,5.1,185
2006-02-21,1,-13.1,-17.3,0.00,38.9,5.1,186
2006-02-22,73,-11.1,-15.2,2.30,40.3,5.1,188
2006-02-23,73,-12.1,-16.3,1.50,47.5,5.2,199
2006-02-24,3,-14.1,-18.4,0.00,47.2,4.8,201
2006-02-25,3,-14.3,-18.7,0.00,34.6,5.4,185
2006-02-26,73,-11.8,-16.3,1.50,44.3,5.8,184
2006-02-27,73,-10.2,-14.5,5.30,65.9,6.8,182
2006-02-28,71,-9.3,-13.4,0.40,50.8,6.5,188
2006-03-01,73,-7.3,-11.2,9.70,45.7,6.2,183
2006-03-02,71,-7.9,-11.8,0.40,34.2,5.4,188
2006-03-03,73,-6.0,-9.8,4.60,46.4,6.1,181
2006-03-04,73,-5.7,-9.5,4.50,50.4,6.6,186
2006-03-05,75,-6.4,-9.9,8.40,43.6,5.8,177
2006-03-06,3,-7.5,-11.2,0.00,21.6,4.0,162
2006-03-07,3,-7.8,-11.5,0.00,18.7,4.3,175
2006-03-08,2,-6.9,-10.7,0.00,25.6,5.4,178
2006-03-09,3,-6.1,-10.3,0.00,27.4,5.8,180
2006-03-10,3,-2.3,-6.8,0.00,29.9,6.1,183
2006-03-11,3,-1.4,-5.5,0.00,20.9,4.3,180
2006-03-12,3,-3.1,-7.1,0.00,25.2,5.1,175
2006-03-13,3,-5.6,-9.3,0.00,20.5,2.9,163
2006-03-14,73,-7.9,-11.4,4.00,19.8,2.5,166
2006-03-15,73,-9.6,-13.3,7.80,22.0,3.3,251
2006-03-16,73,-10.7,-14.5,3.20,37.4,5.6,187
2006-03-17,73,-8.8,-12.5,6.90,53.3,5.4,196
2006-03-18,3,-9.0,-12.8,0.00,42.1,6.0,202
2006-03-19,73,-9.0,-13.0,2.30,32.0,5.1,189
2006-03-20,73,-7.0,-10.6,2.10,40.7,5.4,185
2006-03-21,75,-6.0,-9.6,9.30,41.4,5.6,184
2006-03-22,71,-9.4,-13.2,0.00,43.6,6.3,193
2006-03-23,0,-6.8,-10.8,0.00,26.3,5.1,175
2006-03-24,2,-6.6,-10.5,0.00,27.4,5.1,179
2006-03-25,3,-4.3,-8.0,0.00,21.2,4.7,181
2006-03-26,3,-4.5,-8.0,0.00,21.6,4.7,171
2006-03-27,3,-4.2,-7.8,0.00,37.1,5.4,184
2006-03-28,73,-3.7,-7.1,9.20,55.8,6.5,193
2006-03-29,73,-3.4,-6.4,1.80,32.8,4.0,205
2006-03-30,73,-1.3,-4.4,8.90,69.8,6.9,183
2006-03-31,73,-1.4,-4.3,7.10,40.0,5.8,197
2006-04-01,3,-6.1,-9.8,0.00,32.8,4.5,202
2006-04-02,3,-6.2,-9.9,0.00,26.6,4.3,204
2006-04-03,0,-3.2,-6.7,0.00,23.4,4.7,182
2006-04-04,3,-0.9,-4.5,0.00,26.6,5.4,181
2006-04-05,73,-2.5,-6.2,1.40,49.7,6.9,185
2006-04-06,71,-2.8,-6.0,0.00,43.9,5.7,199
2006-04-07,3,-1.2,-4.5,0.00,37.4,5.4,192
2006-04-08,75,-3.2,-6.3,23.00,37.8,5.0,264
2006-04-09,71,-9.6,-13.5,0.60,23.8,5.3,43
2006-04-10,2,-9.0,-12.7,0.00,27.4,6.4,105
2006-04-11,0,-7.0,-10.4,0.00,22.3,4.7,166
2006-04-12,3,-6.6,-9.9,0.00,20.9,4.3,155
2006-04-13,1,-5.5,-8.9,0.00,24.1,5.0,149
2006-04-14,2,-3.8,-7.0,0.00,19.8,4.3,173
2006-04-15,1,-2.7,-5.6,0.00,20.5,4.0,157
2006-04-16,0,-1.6,-4.5,0.00,23.0,4.7,157
2006-04-17,1,-0.4,-3.3,0.00,22.3,4.7,188
2006-04-18,3,0.0,-2.7,0.00,22.0,4.7,175
2006-04-19,3,1.6,-1.3,0.00,28.1,5.4,177
2006-04-20,75,0.6,-2.1,9.70,41.4,6.3,182
2006-04-21,1,-2.8,-6.3,0.00,46.8,5.6,195
2006-04-22,3,-2.6,-5.5,0.00,36.7,5.8,196
2006-04-23,73,0.2,-2.6,2.40,45.0,5.1,191
2006-04-24,75,1.4,-1.1,7.10,61.9,5.6,204
2006-04-25,3,2.7,0.4,0.00,25.9,5.1,189
2006-04-26,0,5.7,2.9,0.00,26.6,5.4,180
2006-04-27,0,6.5,3.6,0.00,29.5,5.4,182
2006-04-28,73,4.6,2.1,2.60,52.6,5.8,185
2006-04-29,71,0.8,-2.3,0.20,47.2,5.6,195
2006-04-30,73,0.7,-1.7,1.80,48.2,4.4,206
2006-05-01,73,0.3,-2.5,4.30,57.2,4.8,219
2006-05-02,73,-0.5,-3.4,4.80,48.6,4.8,227
2006-05-03,73,0.8,-1.7,2.90,59.4,5.8,224
2006-05-04,3,0.0,-2.6,0.00,32.0,5.4,211
2006-05-05,73,2.0,-0.4,6.90,61.6,5.7,220
2006-05-06,73,-0.7,-3.3,1.90,43.6,5.9,256
2006-05-07,3,-2.3,-5.2,0.00,28.8,5.8,200
2006-05-08,3,1.8,-0.7,0.00,28.8,5.4,187
2006-05-09,3,0.7,-1.6,0.00,28.4,5.4,200
2006-05-10,1,2.2,-0.0,0.00,23.4,5.1,184
2006-05-11,3,3.9,1.8,0.00,27.0,5.1,186
2006-05-12,51,4.8,2.6,0.90,33.8,4.7,207
2006-05-13,3,5.3,3.3,0.00,24.1,5.1,194
2006-05-14,3,6.8,5.0,0.00,26.6,4.7,202
2006-05-15,53,6.8,4.6,1.80,32.8,5.4,218
2006-05-16,53,7.3,5.3,1.90,24.5,5.1,226
2006-05-17,71,3.5,1.2,6.00,37.8,6.1,242
2006-05-18,2,5.8,3.8,0.00,25.2,5.4,140
2006-05-19,53,7.6,5.4,0.80,34.2,6.2,198
2006-05-20,63,5.3,2.9,21.80,53.3,8.4,207
2006-05-21,73,3.3,1.0,7.10,51.1,9.1,228
2006-05-22,51,5.3,3.2,0.60,24.8,4.1,156
2006-05-23,63,5.3,3.1,12.20,40.0,6.6,215
2006-05-24,61,5.4,3.2,13.40,38.5,6.4,213
2006-05-25,71,4.9,2.7,12.00,39.6,5.7,219
2006-05-26,61,5.5,3.6,10.10,28.8,4.3,173
2006-05-27,61,5.6,3.7,7.30,24.5,4.3,182
2006-05-28,61,5.8,3.9,7.80,28.4,4.7,162
2006-05-29,61,5.9,3.8,9.30,32.8,5.6,198
2006-05-30,73,5.8,4.0,18.10,36.7,5.8,212
2006-05-31,73,3.6,1.5,8.00,29.5,4.3,131
2006-06-01,71,5.0,2.9,6.30,29.5,5.9,18
2006-06-02,51,5.8,3.9,1.00,31.0,6.9,357
2006-06-03,73,3.4,0.9,3.50,42.1,9.1,25
2006-06-04,1,5.9,3.8,0.00,32.8,7.1,21
2006-06-05,51,4.5,2.3,1.10,38.5,8.7,349
2006-06-06,71,3.7,1.5,4.40,34.6,6.9,182
2006-06-07,73,3.7,1.2,3.80,38.9,6.4,223
2006-06-08,53,5.1,2.7,3.10,31.7,5.6,214
2006-06-09,71,4.6,2.2,11.10,31.7,5.7,203
2006-06-10,73,4.8,2.7,9.10,23.0,4.1,122
2006-06-11,53,5.7,3.8,4.90,29.2,6.2,36
2006-06-12,53,7.5,5.8,2.30,34.2,7.8,59
2006-06-13,61,8.7,7.1,9.10,28.4,5.4,303
2006-06-14,63,6.7,4.7,14.90,59.8,9.4,266
2006-06-15,53,4.9,2.5,1.60,45.7,9.4,14
2006-06-16,0,8.1,5.9,0.00,34.9,7.9,71
2006-06-17,51,9.1,6.8,0.30,36.4,7.9,70
2006-06-18,51,9.4,6.8,0.10,36.4,8.4,58
2006-06-19,1,11.5,9.7,0.00,31.7,6.2,18
2006-06-20,61,11.5,9.9,2.60,30.6,5.6,256
2006-06-21,61,10.9,9.5,7.00,30.6,5.1,183
2006-06-22,63,9.2,7.5,18.20,42.5,7.3,216
2006-06-23,63,8.0,5.8,11.10,51.8,8.8,222
2006-06-24,51,8.3,6.0,0.90,48.6,11.0,238
2006-06-25,61,8.3,6.7,2.70,37.8,6.9,254
2006-06-26,61,9.2,7.5,8.50,48.6,8.6,239
2006-06-27,63,7.8,5.8,12.50,55.8,7.8,226
2006-06-28,63,8.2,6.4,20.60,42.1,6.1,236
2006-06-29,63,8.1,6.5,26.50,44.3,5.5,211
2006-06-30,63,8.4,6.7,15.40,50.0,7.1,205
2006-07-01,61,7.2,5.4,11.90,42.1,5.8,216
2006-07-02,61,7.7,6.4,12.60,36.0,4.7,233
2006-07-03,61,9.0,7.7,11.40,30.2,5.1,264
2006-07-04,63,10.2,9.2,10.00,30.2,5.2,27
2006-07-05,61,10.0,9.0,10.30,40.0,5.9,267
2006-07-06,61,8.6,7.2,7.40,51.1,6.9,264
2006-07-07,61,9.4,8.6,6.40,38.5,6.5,297
2006-07-08,51,9.2,7.6,1.00,31.3,6.8,5
2006-07-09,3,9.6,8.6,0.00,31.0,5.8,323
2006-07-10,51,7.6,6.1,0.70,36.0,6.9,313
2006-07-11,73,3.2,0.7,10.90,51.5,10.0,241
2006-07-12,75,1.3,-1.8,9.10,52.6,9.8,210
2006-07-13,75,0.1,-2.7,12.50,41.0,6.4,213
2006-07-14,73,1.2,-1.4,13.20,42.5,6.3,199
2006-07-15,73,1.9,-0.7,4.20,44.6,6.4,213
2006-07-16,53,5.0,3.2,2.30,31.3,5.4,242
2006-07-17,51,8.3,7.0,0.30,24.8,4.1,122
2006-07-18,63,8.1,6.6,8.10,29.5,5.1,238
2006-07-19,55,8.6,7.2,2.90,30.6,6.3,15
2006-07-20,51,10.2,8.9,0.60,27.4,5.6,76
2006-07-21,2,12.4,11.8,0.00,27.4,4.6,94
2006-07-22,51,13.3,12.8,0.20,27.0,6.4,301
2006-07-23,51,12.0,11.1,0.50,36.0,7.4,279
2006-07-24,0,12.5,11.7,0.00,30.6,6.1,275
2006-07-25,1,11.4,10.4,0.00,30.6,5.5,299
2006-07-26,51,11.1,9.7,1.00,48.6,9.7,290
2006-07-27,53,11.0,9.0,2.30,37.8,8.4,240
2006-07-28,53,9.9,8.3,2.80,34.2,6.6,242
2006-07-29,51,12.4,11.3,0.20,27.7,5.4,211
2006-07-30,51,14.1,13.3,1.10,30.2,5.2,228
2006-07-31,63,12.5,11.9,14.20,37.8,5.8,233
2006-08-01,53,11.7,10.9,2.10,39.6,6.9,228
2006-08-02,51,13.6,12.9,1.10,28.1,4.8,244
2006-08-03,63,12.3,12.0,12.40,32.4,4.8,297
2006-08-04,53,11.4,10.3,0.90,29.5,6.6,27
2006-08-05,53,11.1,10.0,1.80,29.9,5.8,67
2006-08-06,51,10.2,8.9,0.60,32.0,7.0,11
2006-08-07,51,10.2,8.9,0.70,33.1,6.9,46
2006-08-08,51,10.8,9.4,1.10,31.7,5.4,64
2006-08-09,51,11.5,9.8,0.70,31.7,7.9,47
2006-08-10,51,12.2,11.4,0.40,35.6,6.7,69
2006-08-11,2,12.9,12.3,0.00,34.2,7.1,71
2006-08-12,2,13.0,12.5,0.00,33.8,6.8,55
2006-08-13,0,12.9,11.2,0.00,34.9,8.5,334
2006-08-14,53,9.5,8.0,1.50,39.2,8.2,307
2006-08-15,51,8.6,7.2,0.60,34.2,5.6,276
2006-08-16,71,5.2,3.3,8.30,37.4,6.0,327
2006-08-17,53,6.6,4.5,1.00,34.9,7.0,75
2006-08-18,1,10.7,8.9,0.00,33.5,6.9,106
2006-08-19,51,11.6,10.1,0.50,28.4,5.5,97
2006-08-20,53,10.3,8.7,2.30,29.9,4.9,95
2006-08-21,55,10.5,9.2,3.80,29.5,5.3,100
2006-08-22,63,10.5,9.0,5.10,30.6,5.9,131
2006-08-23,53,11.1,9.6,3.50,25.2,4.3,179
2006-08-24,61,10.1,8.2,2.90,31.7,6.5,14
2006-08-25,53,9.8,8.2,1.60,34.9,6.5,270
2006-08-26,51,10.6,9.2,0.60,31.0,5.0,71
2006-08-27,55,8.9,7.5,3.70,32.0,6.8,272
2006-08-28,51,7.6,5.8,0.50,34.9,7.1,292
2006-08-29,51,7.3,5.1,1.00,30.2,6.0,282
2006-08-30,51,8.7,6.5,0.20,33.5,6.6,38
2006-08-31,53,6.7,4.7,2.40,37.8,7.6,58
2006-09-01,71,3.3,0.7,1.30,39.2,9.4,51
2006-09-02,51,1.5,-2.2,0.80,46.8,11.7,62
2006-09-03,73,2.5,-0.9,1.80,41.4,8.7,118
2006-09-04,3,8.4,6.0,0.00,36.0,7.3,132
2006-09-05,53,7.2,5.3,5.20,31.7,4.7,172
2006-09-06,53,4.9,2.5,4.70,28.4,4.5,195
2006-09-07,1,7.5,5.4,0.00,29.2,4.9,236
2006-09-08,1,9.0,7.0,0.00,28.4,5.2,236
2006-09-09,53,8.5,6.5,1.40,27.7,5.2,267
2006-09-10,71,4.5,2.1,9.50,46.1,8.0,238
2006-09-11,1,6.6,4.5,0.00,26.6,4.0,189
2006-09-12,51,6.7,4.5,0.80,28.1,5.6,236
2006-09-13,73,6.7,4.0,5.50,55.4,8.0,225
2006-09-14,75,2.9,0.3,20.40,59.4,7.4,204
2006-09-15,73,1.7,-1.1,3.50,47.9,6.3,217
2006-09-16,51,6.2,3.2,1.70,64.1,7.6,197
2006-09-17,73,6.6,3.9,15.30,74.5,11.5,200
2006-09-18,75,0.0,-2.9,13.60,62.6,6.3,214
2006-09-19,71,-1.9,-4.9,0.10,34.6,4.8,226
2006-09-20,2,0.6,-2.2,0.00,22.3,4.8,162
2006-09-21,3,1.9,-0.6,0.00,21.6,4.7,209
2006-09-22,2,3.7,1.1,0.00,27.4,4.7,216
2006-09-23,2,4.3,1.5,0.00,30.2,5.9,226
2006-09-24,51,3.5,0.4,0.20,32.4,6.0,230
2006-09-25,51,3.2,0.4,0.80,27.7,5.8,238
2006-09-26,1,4.7,2.0,0.00,25.9,5.0,187
2006-09-27,51,5.9,2.5,0.40,34.6,6.0,204
2006-09-28,73,3.1,0.1,15.90,51.8,9.2,201
2006-09-29,75,0.7,-2.1,12.10,39.2,6.0,201
2006-09-30,73,-0.0,-3.0,2.20,25.2,4.7,192
2006-10-01,51,2.5,-0.5,0.60,25.2,4.7,197
2006-10-02,2,3.3,0.2,0.00,32.8,6.2,194
2006-10-03,73,3.4,0.1,9.60,70.2,8.8,212
2006-10-04,71,0.5,-2.5,2.20,55.1,6.2,219
2006-10-05,75,-0.7,-3.8,9.80,43.2,4.9,203
2006-10-06,0,1.5,-1.8,0.00,27.0,5.1,201
2006-10-07,0,3.4,0.2,0.00,20.5,4.7,200
2006-10-08,2,3.6,0.7,0.00,23.8,5.1,187
2006-10-09,51,4.5,1.3,0.30,43.9,6.0,197
2006-10-10,71,3.1,-0.2,5.20,59.8,8.7,197
2006-10-11,53,3.1,0.1,2.80,51.1,8.2,210
2006-10-12,73,2.4,-0.7,7.10,48.6,7.6,208
2006-10-13,75,0.5,-2.6,21.90,71.3,9.1,216
2006-10-14,73,-2.6,-6.0,2.20,43.2,5.9,203
2006-10-15,75,-1.5,-4.8,20.20,60.1,5.9,196
2006-10-16,75,-0.8,-4.0,23.60,55.8,6.0,191
2006-10-17,75,0.1,-3.1,27.40,77.4,7.4,197
2006-10-18,71,-0.5,-3.7,0.80,62.3,7.2,197
2006-10-19,3,-1.3,-4.6,0.00,41.8,6.5,186
2006-10-20,75,-1.9,-5.5,7.80,86.8,8.6,187
2006-10-21,3,-2.6,-6.3,0.00,32.8,5.1,187
2006-10-22,73,-2.0,-5.8,0.40,25.9,5.1,186
2006-10-23,73,-2.1,-5.3,5.00,32.0,4.4,188
2006-10-24,71,-2.3,-5.4,1.20,28.1,4.4,187
2006-10-25,71,-3.6,-7.0,0.20,22.0,4.3,188
2006-10-26,1,-3.7,-7.3,0.00,21.6,4.4,178
2006-10-27,3,-4.2,-7.9,0.00,28.1,5.1,185
2006-10-28,75,-2.6,-6.1,19.40,51.1,5.2,188
2006-10-29,75,-2.6,-5.9,19.40,51.8,5.0,192
2006-10-30,3,-3.0,-6.6,0.00,29.9,5.8,186
2006-10-31,73,-0.3,-3.9,6.30,54.0,5.6,188
2006-11-01,73,-1.5,-4.8,3.50,55.1,5.1,185
2006-11-02,3,-1.4,-4.9,0.00,27.4,5.1,183
2006-11-03,73,-0.5,-4.0,7.30,46.1,5.4,188
2006-11-04,73,0.4,-2.6,13.40,44.3,5.2,188
2006-11-05,73,-1.1,-4.3,14.40,47.2,5.8,188
2006-11-06,3,-1.2,-4.4,0.00,36.7,5.8,191
2006-11-07,51,-1.1,-4.3,0.40,36.7,5.8,187
2006-11-08,73,0.2,-3.2,4.70,77.4,7.2,179
2006-11-09,75,-3.7,-7.2,14.20,57.2,6.6,192
2006-11-10,1,-7.0,-11.1,0.00,25.9,4.0,175
2006-11-11,2,-6.0,-10.3,0.00,23.0,5.1,185
2006-11-12,73,-7.0,-11.3,0.50,32.8,5.1,184
2006-11-13,73,-8.0,-12.0,1.20,35.3,5.1,183
2006-11-14,3,-7.6,-11.6,0.00,29.5,5.1,185
2006-11-15,71,-6.4,-10.5,0.00,35.6,5.1,185
2006-11-16,73,-5.9,-9.7,4.00,42.8,5.9,184
2006-11-17,73,-8.0,-12.0,5.00,41.8,6.8,185
2006-11-18,1,-8.1,-12.6,0.00,41.8,5.8,184
2006-11-19,73,-7.9,-12.0,5.30,42.8,5.4,184
2006-11-20,75,-9.1,-13.0,11.90,41.0,6.2,186
2006-11-21,73,-14.7,-19.2,4.60,53.6,6.8,205
2006-11-22,1,-17.6,-22.1,0.00,43.2,5.2,193
2006-11-23,71,-16.5,-20.9,1.30,42.8,5.2,206
2006-11-24,1,-14.5,-19.1,0.00,32.8,4.7,187
2006-11-25,3,-12.8,-17.5,0.00,23.8,4.4,189
2006-11-26,3,-16.1,-20.8,0.00,36.0,5.1,189
