date_local,PM2.5,O3,CO,NO2,SO2,date,AQI_PM2.5,AQI_O3,AQI_CO,AQI_NO2,AQI_SO2,AQI,AQI_Category,num_pollutants_available
2021-09-10,5.0,0.016294,0.408333,10.916667,0.515414,2021-09-10,21.0,15.0,5.0,10.0,1.0,21.0,Good,5
2021-09-11,5.125,0.029625,0.225,2.628571,-0.0875,2021-09-11,21.0,27.0,3.0,2.0,,27.0,Good,5
2021-09-12,7.1,0.039417,0.258333,4.375,-0.095833,2021-09-12,30.0,36.0,3.0,4.0,,36.0,Good,5
2021-09-13,7.6,0.024792,0.233917,6.75,-0.080952,2021-09-13,32.0,23.0,3.0,6.0,,32.0,Good,5
2021-09-14,5.0,0.024542,0.24725,10.272727,-0.075,2021-09-14,21.0,23.0,3.0,10.0,,23.0,Good,5
2021-09-15,11.2,0.0345,0.470833,10.541667,-0.075,2021-09-15,47.0,32.0,5.0,10.0,,47.0,Good,5
2021-09-16,7.1,0.021,0.192,9.125,-0.1,2021-09-16,30.0,19.0,2.0,9.0,,30.0,Good,5
2021-09-17,6.3,0.013541999999999998,0.224783,7.714286,-0.15454500000000002,2021-09-17,26.0,13.0,3.0,7.0,,26.0,Good,5
2021-09-18,5.4,0.015667,0.299833,6.0,-0.1375,2021-09-18,23.0,15.0,3.0,6.0,,23.0,Good,5
2021-09-19,9.5,0.01775,0.208208,3.583333,-0.1,2021-09-19,40.0,16.0,2.0,3.0,,40.0,Good,5
2021-09-20,5.3,0.013609,0.308391,8.454545,-0.108333,2021-09-20,22.0,13.0,4.0,8.0,,22.0,Good,5
2021-09-21,4.7,0.017625,0.343375,11.666667,-0.091667,2021-09-21,20.0,16.0,4.0,11.0,,20.0,Good,5
2021-09-22,5.8,0.024917,0.200792,8.166667,-0.138095,2021-09-22,24.0,23.0,2.0,8.0,,24.0,Good,5
2021-09-23,5.4,0.03,0.182043,8.954545,-0.1,2021-09-23,23.0,28.0,2.0,8.0,,28.0,Good,5
2021-09-24,5.1,0.024824,0.35,5.625,-0.130208,2021-09-24,21.0,23.0,4.0,5.0,,23.0,Good,5
2021-09-25,9.6,0.028588,0.327875,5.5,-0.042857,2021-09-25,40.0,26.0,4.0,5.0,,40.0,Good,5
2021-09-26,0.9,0.025941,0.413864,4.995238,-0.075,2021-09-26,4.0,24.0,5.0,5.0,,24.0,Good,5
2021-09-27,4.7,0.038118,0.233708,5.858333,-0.033333,2021-09-27,20.0,35.0,3.0,6.0,,35.0,Good,5
2021-09-28,6.0,0.019417,0.2625,12.541667,-0.013585,2021-09-28,25.0,18.0,3.0,12.0,,25.0,Good,5
2021-09-29,4.2,0.016791999999999998,0.191667,6.6190479999999985,-0.083333,2021-09-29,18.0,16.0,2.0,6.0,,18.0,Good,5
2021-09-30,3.8,0.009708,0.2,6.883333,0.5,2021-09-30,16.0,9.0,2.0,6.0,1.0,16.0,Good,5
2021-10-01,7.5,0.00925,0.25016700000000003,11.411765,-0.028571,2021-10-01,31.0,9.0,3.0,11.0,,31.0,Good,5
2021-10-02,7.0,0.021875,0.268696,5.1476190000000015,-0.051736,2021-10-02,29.0,20.0,3.0,5.0,,29.0,Good,5
2021-10-03,6.9,0.015708,0.26525,6.8333330000000005,0.545833,2021-10-03,29.0,15.0,3.0,6.0,1.0,29.0,Good,5
2021-10-04,5.416667,0.016916999999999998,0.2,9.583333,0.42381,2021-10-04,23.0,16.0,2.0,9.0,1.0,23.0,Good,5
2021-10-05,4.3,0.013952,0.1875,9.095238,0.429167,2021-10-05,18.0,13.0,2.0,9.0,1.0,18.0,Good,5
2021-10-06,6.416667,0.00775,0.445833,16.0,0.025,2021-10-06,27.0,7.0,5.0,15.0,0.0,27.0,Good,5
2021-10-07,11.1,0.012875,0.393429,15.166667000000002,-0.1,2021-10-07,46.0,12.0,4.0,14.0,,46.0,Good,5
2021-10-08,8.8,0.022167,0.270833,7.095238,0.204167,2021-10-08,37.0,21.0,3.0,7.0,0.0,37.0,Good,5
2021-10-09,7.3,0.027471,0.166667,-0.833333,-0.233333,2021-10-09,30.0,25.0,2.0,,,30.0,Good,5
2021-10-10,5.3,0.030294,0.245042,0.166667,-0.209524,2021-10-10,22.0,28.0,3.0,0.0,,28.0,Good,5
2021-10-11,8.4,0.018667,0.278091,8.495238,0.134028,2021-10-11,35.0,17.0,3.0,8.0,0.0,35.0,Good,5
2021-10-12,6.6,0.016166999999999997,0.356167,16.045455,-0.009091,2021-10-12,28.0,15.0,4.0,15.0,,28.0,Good,5
2021-10-13,6.5,0.02175,0.3125,13.958332999999998,-0.052381,2021-10-13,27.0,20.0,4.0,13.0,,27.0,Good,5
2021-10-14,8.8,0.014375,0.348696,16.136364,0.2625,2021-10-14,37.0,13.0,4.0,15.0,0.0,37.0,Good,5
2021-10-15,8.6,0.02375,0.335625,15.666667000000002,0.020833,2021-10-15,36.0,22.0,4.0,15.0,0.0,36.0,Good,5
2021-10-16,9.9,0.037333,0.164917,4.5833330000000005,-0.02381,2021-10-16,41.0,35.0,2.0,4.0,,41.0,Good,5
2021-10-17,2.708333,0.022292,0.3,2.363636,0.2125,2021-10-17,11.0,21.0,3.0,2.0,0.0,21.0,Good,5
2021-10-18,2.4,0.015916999999999997,0.2,6.916667,-0.038462,2021-10-18,10.0,15.0,2.0,7.0,,15.0,Good,5
2021-10-19,2.6,0.02025,0.205458,8.916667,-0.047619,2021-10-19,11.0,19.0,2.0,8.0,,19.0,Good,5
2021-10-20,8.6,0.025261,0.25416700000000003,19.454545,0.3,2021-10-20,36.0,23.0,3.0,18.0,0.0,36.0,Good,5
2021-10-21,6.6,0.040542,0.279708,17.125,0.183333,2021-10-21,28.0,38.0,3.0,16.0,0.0,38.0,Good,5
2021-10-22,8.9,0.027833,0.4,9.454545,0.18609,2021-10-22,37.0,26.0,5.0,9.0,0.0,37.0,Good,5
2021-10-23,3.708333,0.017333,0.169913,6.142857,0.195833,2021-10-23,15.0,16.0,2.0,6.0,0.0,16.0,Good,5
2021-10-24,5.6,0.014875,0.370833,7.754167,-0.041667,2021-10-24,23.0,14.0,4.0,7.0,,23.0,Good,5
2021-10-25,6.3,0.021529,0.212667,5.7083330000000005,0.161905,2021-10-25,26.0,20.0,2.0,5.0,0.0,26.0,Good,5
2021-10-26,3.0,0.026529,0.204167,2.095238,0.05,2021-10-26,12.0,25.0,2.0,2.0,0.0,25.0,Good,5
2021-10-27,3.7,0.023059,0.2,3.5,0.0,2021-10-27,15.0,21.0,2.0,3.0,0.0,21.0,Good,5
2021-10-28,4.6,0.01625,0.25,11.083333,0.033333,2021-10-28,19.0,15.0,3.0,10.0,0.0,19.0,Good,5
2021-10-29,6.916667,0.025588,0.241652,11.772727,0.0375,2021-10-29,29.0,24.0,3.0,11.0,0.0,29.0,Good,5
2021-10-30,3.2,0.027625,0.2,0.708333,-0.016666999999999998,2021-10-30,13.0,26.0,2.0,1.0,,26.0,Good,5
2021-10-31,6.4,0.0245,0.221167,5.5,0.028571,2021-10-31,27.0,23.0,3.0,5.0,0.0,27.0,Good,5
2021-11-01,3.5,0.020667,0.213652,9.190476,-0.0041670000000000006,2021-11-01,15.0,19.0,2.0,9.0,,19.0,Good,5
2021-11-02,4.3,0.019167,0.275,11.291667,0.23928600000000005,2021-11-02,18.0,18.0,3.0,11.0,0.0,18.0,Good,5
2021-11-03,4.1,0.017333,0.227792,10.75,-0.057142999999999985,2021-11-03,17.0,16.0,3.0,10.0,,17.0,Good,5
2021-11-04,5.541667,0.009458,0.31387,15.727273,0.0375,2021-11-04,23.0,9.0,4.0,15.0,0.0,23.0,Good,5
2021-11-05,5.3,0.012235,0.379167,17.333333,0.1625,2021-11-05,22.0,11.0,4.0,16.0,0.0,22.0,Good,5
2021-11-06,9.1,0.015706,0.42775,17.875,0.219048,2021-11-06,38.0,15.0,5.0,17.0,0.0,38.0,Good,5
2021-11-07,10.45,0.011917,0.616682,23.428571,0.114931,2021-11-07,44.0,11.0,7.0,22.0,0.0,44.0,Good,5
2021-11-08,11.4,0.012412,0.591292,26.416667,0.604167,2021-11-08,48.0,11.0,7.0,25.0,1.0,48.0,Good,5
2021-11-09,16.291667,0.014533,0.680292,27.125,0.288679,2021-11-09,60.0,13.0,8.0,26.0,0.0,60.0,Moderate,5
2021-11-10,10.5,0.0102,0.306913,13.636364000000002,-0.0041670000000000006,2021-11-10,44.0,9.0,3.0,13.0,,44.0,Good,5
2021-11-11,5.541667,0.021292,0.325,15.583332999999998,0.3375,2021-11-11,23.0,20.0,4.0,15.0,0.0,23.0,Good,5
2021-11-12,6.875,0.026529,0.306958,9.625,-0.064151,2021-11-12,29.0,25.0,3.0,9.0,,29.0,Good,5
2021-11-13,5.041667,0.021042,0.341667,9.47619,0.166667,2021-11-13,21.0,19.0,4.0,9.0,0.0,21.0,Good,5
2021-11-14,3.6,0.013375,0.2375,8.416667,0.2,2021-11-14,15.0,12.0,3.0,8.0,0.0,15.0,Good,5
2021-11-15,4.6,0.015208,0.242792,7.708333,0.06666699999999999,2021-11-15,19.0,14.0,3.0,7.0,0.0,19.0,Good,5
2021-11-16,2.325,0.016541999999999998,0.208333,11.714286,0.258333,2021-11-16,10.0,15.0,2.0,11.0,0.0,15.0,Good,5
2021-11-17,4.7,0.018375,0.471958,15.75,0.0,2021-11-17,20.0,17.0,5.0,15.0,0.0,20.0,Good,5
2021-11-18,14.6,0.036353,0.362083,6.166667,0.371429,2021-11-18,56.0,34.0,4.0,6.0,1.0,56.0,Moderate,5
2021-11-19,3.208333,0.020042,0.2,7.636364,-0.020833,2021-11-19,13.0,19.0,2.0,7.0,,19.0,Good,5
2021-11-20,3.7,0.019353,0.402042,11.083333,0.2375,2021-11-20,15.0,18.0,5.0,10.0,0.0,18.0,Good,5
2021-11-21,5.0,0.022667,0.30004200000000003,14.75,0.0,2021-11-21,21.0,21.0,3.0,14.0,0.0,21.0,Good,5
2021-11-22,4.1,0.026478,0.3375,9.35,-0.020139,2021-11-22,17.0,25.0,4.0,9.0,,25.0,Good,5
2021-11-23,2.5,0.0245,0.176583,7.041667,-0.008333,2021-11-23,10.0,23.0,2.0,7.0,,23.0,Good,5
2021-11-24,7.9,0.021292,0.361,11.375,0.0,2021-11-24,33.0,20.0,4.0,11.0,0.0,33.0,Good,5
2021-11-25,6.1,0.021478,0.25,12.714286,0.002083,2021-11-25,25.0,20.0,3.0,12.0,0.0,25.0,Good,5
2021-11-26,5.3,0.017588,0.3125,11.208333,0.091667,2021-11-26,22.0,16.0,4.0,11.0,0.0,22.0,Good,5
2021-11-27,1.6,0.025667,0.1875,3.666667,-0.028571,2021-11-27,7.0,24.0,2.0,3.0,,24.0,Good,5
2021-11-28,5.541667,0.025783,0.244261,11.363636,0.31666700000000003,2021-11-28,23.0,24.0,3.0,11.0,0.0,24.0,Good,5
2021-11-29,6.0875,0.020708,0.270833,14.875,0.4,2021-11-29,25.0,19.0,3.0,14.0,1.0,25.0,Good,5
2021-11-30,4.6,0.022167,0.233333,14.625,0.07142899999999999,2021-11-30,19.0,21.0,3.0,14.0,0.0,21.0,Good,5
2021-12-01,9.0,0.011208,0.333333,17.761905,0.425,2021-12-01,38.0,10.0,4.0,17.0,1.0,38.0,Good,5
2021-12-02,10.5,0.030882,0.35,15.333332999999998,0.229167,2021-12-02,44.0,29.0,4.0,14.0,0.0,44.0,Good,5
2021-12-03,3.2,0.024958,0.196545,9.041667,-0.009524,2021-12-03,13.0,23.0,2.0,9.0,,23.0,Good,5
2021-12-04,5.15,0.022542,0.275,12.857143,0.34375,2021-12-04,21.0,21.0,3.0,12.0,0.0,21.0,Good,5
2021-12-05,4.4,0.023292,0.379667,13.208332999999998,0.275,2021-12-05,18.0,22.0,4.0,12.0,0.0,22.0,Good,5
2021-12-06,10.2,0.036765,0.318125,7.416666999999999,-0.004762,2021-12-06,42.0,34.0,4.0,7.0,,42.0,Good,5
2021-12-07,2.7,0.01975,0.216667,11.619048,-0.031818,2021-12-07,11.0,18.0,2.0,11.0,,18.0,Good,5
2021-12-08,6.3,0.019042,0.252875,16.304348,-0.056522,2021-12-08,26.0,18.0,3.0,15.0,,26.0,Good,5
2021-12-09,8.0,0.01875,0.230381,13.25,-0.047619,2021-12-09,33.0,17.0,3.0,12.0,,33.0,Good,5
2021-12-10,11.4,0.010478,0.3375,25.777778,0.545833,2021-12-10,48.0,10.0,4.0,24.0,1.0,48.0,Good,5
2021-12-11,18.166667,0.015833,0.708333,15.333332999999998,0.8236110000000001,2021-12-11,64.0,15.0,8.0,14.0,1.0,64.0,Moderate,5
2021-12-12,3.0,0.03025,0.17083299999999998,5.541667,-0.119048,2021-12-12,12.0,28.0,2.0,5.0,,28.0,Good,5
2021-12-13,3.7,0.022647,0.245833,15.272727,0.058333,2021-12-13,15.0,21.0,3.0,14.0,0.0,21.0,Good,5
2021-12-14,4.4,0.02375,0.223042,13.375,-0.075,2021-12-14,18.0,22.0,3.0,13.0,,22.0,Good,5
2021-12-15,8.3,0.0104,0.347875,20.333333,0.55625,2021-12-15,35.0,10.0,4.0,19.0,1.0,35.0,Good,5
2021-12-16,6.5,,0.383333,14.65,-0.013636,2021-12-16,27.0,,4.0,14.0,,27.0,Good,4
2021-12-17,6.0,,0.329167,10.708333,0.0041670000000000006,2021-12-17,25.0,,4.0,10.0,0.0,25.0,Good,4
2021-12-18,5.0,,0.320833,11.916667,-0.11428599999999997,2021-12-18,21.0,,4.0,11.0,,21.0,Good,4
2021-12-19,2.9,,0.3,5.681818,-0.075,2021-12-19,12.0,,3.0,5.0,,12.0,Good,4
2021-12-20,6.4,,0.370833,20.666667,-0.0125,2021-12-20,27.0,,4.0,19.0,,27.0,Good,4
2021-12-21,10.1,,0.725143,22.0,1.192308,2021-12-21,42.0,,8.0,21.0,2.0,42.0,Good,4
2021-12-22,9.2,0.02525,0.498955,18.142857,0.4625,2021-12-22,38.0,23.0,6.0,17.0,1.0,38.0,Good,5
2021-12-23,3.0,0.027875,0.31666700000000003,8.75,-0.110417,2021-12-23,12.0,26.0,4.0,8.0,,26.0,Good,5
2021-12-24,7.3,0.013647,0.464083,15.416667000000002,0.32381,2021-12-24,30.0,13.0,5.0,15.0,0.0,30.0,Good,5
2021-12-25,13.8,0.008588,0.475,18.52381,0.075,2021-12-25,55.0,8.0,5.0,17.0,0.0,55.0,Moderate,5
2021-12-26,3.7,0.020176,0.345833,9.208333,-0.07569400000000001,2021-12-26,15.0,19.0,4.0,9.0,,19.0,Good,5
2021-12-27,6.7,0.007647,0.275,15.125,-0.1,2021-12-27,28.0,7.0,3.0,14.0,,28.0,Good,5
2021-12-28,8.1,0.010174,0.331609,15.095238,0.108333,2021-12-28,34.0,9.0,4.0,14.0,0.0,34.0,Good,5
2021-12-29,10.0,0.009381,0.308333,16.125,0.05,2021-12-29,42.0,9.0,4.0,15.0,0.0,42.0,Good,5
2021-12-30,11.7,0.000875,0.425,22.541667,0.66391,2021-12-30,49.0,1.0,5.0,21.0,1.0,49.0,Good,5
2021-12-31,17.1,0.0014210000000000002,0.458333,19.285714,0.233333,2021-12-31,62.0,1.0,5.0,18.0,0.0,62.0,Moderate,5
2022-01-01,15.1,0.005125,0.4,12.583333,0.454167,2022-01-01,57.0,5.0,5.0,12.0,1.0,57.0,Moderate,5
2022-01-02,4.9,0.011409,0.458333,8.791667,0.07142899999999999,2022-01-02,20.0,11.0,5.0,8.0,0.0,20.0,Good,5
2022-01-03,4.1,0.031667,0.111789,8.909091,-0.090972,2022-01-03,17.0,29.0,1.0,8.0,,29.0,Good,5
2022-01-04,4.0,,0.337591,14.041667000000002,0.320833,2022-01-04,17.0,,4.0,13.0,0.0,17.0,Good,4
2022-01-05,6.4,0.023727,0.433333,18.333333,0.5864149999999999,2022-01-05,27.0,22.0,5.0,17.0,1.0,27.0,Good,5
2022-01-06,11.7,0.016333,0.297783,13.636364000000002,0.383681,2022-01-06,49.0,15.0,3.0,13.0,1.0,49.0,Good,5
2022-01-07,8.5,0.016708,0.366667,12.875,0.0,2022-01-07,35.0,15.0,4.0,12.0,0.0,35.0,Good,5
2022-01-08,5.1,0.020583,0.270833,18.583333,0.438095,2022-01-08,21.0,19.0,3.0,18.0,1.0,21.0,Good,5
2022-01-09,8.0,0.03,0.429167,11.333333,0.4,2022-01-09,33.0,28.0,5.0,11.0,1.0,33.0,Good,5
2022-01-10,3.7,0.030208,0.31666700000000003,10.041667,-0.0625,2022-01-10,15.0,28.0,4.0,9.0,,28.0,Good,5
2022-01-11,6.2,0.023708,0.333333,13.25,-0.07094299999999999,2022-01-11,26.0,22.0,4.0,12.0,,26.0,Good,5
2022-01-12,10.0,0.0195,0.320227,22.590909,0.17083299999999998,2022-01-12,42.0,18.0,4.0,21.0,0.0,42.0,Good,5
2022-01-13,16.7,0.007292,0.575,27.583333000000003,1.066667,2022-01-13,61.0,7.0,7.0,26.0,2.0,61.0,Moderate,5
2022-01-14,12.5,0.017833,0.479167,17.375,0.628571,2022-01-14,52.0,17.0,5.0,16.0,1.0,52.0,Moderate,5
2022-01-15,5.6,0.029458,0.193217,5.863636,0.2,2022-01-15,23.0,27.0,2.0,6.0,0.0,27.0,Good,5
2022-01-16,6.1,0.021333,0.370833,14.916667000000002,0.2625,2022-01-16,25.0,20.0,4.0,14.0,0.0,25.0,Good,5
2022-01-17,10.4,0.030958,0.2875,4.7083330000000005,0.366667,2022-01-17,43.0,29.0,3.0,4.0,1.0,43.0,Good,5
2022-01-18,3.5,0.029625,0.3125,9.238095,0.028819,2022-01-18,15.0,27.0,4.0,9.0,0.0,27.0,Good,5
2022-01-19,7.2,0.027708,0.370833,16.333333,0.34965300000000005,2022-01-19,30.0,26.0,4.0,15.0,0.0,30.0,Good,5
2022-01-20,7.9,0.023667,0.266667,17.208333,0.366667,2022-01-20,33.0,22.0,3.0,16.0,1.0,33.0,Good,5
2022-01-21,6.5,0.02425,0.235783,16.181818,0.497917,2022-01-21,27.0,22.0,3.0,15.0,1.0,27.0,Good,5
2022-01-22,5.9,0.019588,0.25416700000000003,19.208333,0.6,2022-01-22,25.0,18.0,3.0,18.0,1.0,25.0,Good,5
2022-01-23,11.6,0.022667,0.5,18.333333,0.628571,2022-01-23,48.0,21.0,6.0,17.0,1.0,48.0,Good,5
2022-01-24,13.9,0.020625,0.3875,18.761905,0.190625,2022-01-24,55.0,19.0,4.0,18.0,0.0,55.0,Moderate,5
2022-01-25,16.2,0.019958,0.45,19.25,0.5,2022-01-25,60.0,18.0,5.0,18.0,1.0,60.0,Moderate,5
2022-01-26,4.9,0.03,0.208333,15.666667000000002,0.395238,2022-01-26,20.0,28.0,2.0,15.0,1.0,28.0,Good,5
2022-01-27,8.0,0.02275,0.4,26.142857,0.569792,2022-01-27,33.0,21.0,5.0,25.0,1.0,33.0,Good,5
2022-01-28,18.1,0.020059,0.439667,24.916667,0.3,2022-01-28,64.0,19.0,5.0,24.0,0.0,64.0,Moderate,5
2022-01-29,6.3,0.033059,0.255792,9.5,0.06666699999999999,2022-01-29,26.0,31.0,3.0,9.0,0.0,31.0,Good,5
2022-01-30,9.833333,0.025583,0.27313000000000004,15.52381,0.095833,2022-01-30,41.0,24.0,3.0,15.0,0.0,41.0,Good,5
2022-01-31,9.3,0.012667,0.570833,35.25,0.966667,2022-01-31,39.0,12.0,6.0,33.0,1.0,39.0,Good,5
2022-02-01,8.5,0.007792,0.7,33.875,0.7,2022-02-01,35.0,7.0,8.0,32.0,1.0,35.0,Good,5
2022-02-02,20.7,0.0095,0.614,37.545455,1.116667,2022-02-02,69.0,9.0,7.0,35.0,2.0,69.0,Moderate,5
2022-02-03,9.3,0.008529,0.458333,23.416667,0.430903,2022-02-03,39.0,8.0,5.0,22.0,1.0,39.0,Good,5
2022-02-04,3.9,0.025583,0.266667,12.583333,0.314286,2022-02-04,16.0,24.0,3.0,12.0,0.0,24.0,Good,5
2022-02-05,4.9,0.032208,0.279167,9.52381,0.3,2022-02-05,20.0,30.0,3.0,9.0,0.0,30.0,Good,5
2022-02-06,5.4,0.022,0.216667,15.25,0.3,2022-02-06,23.0,20.0,2.0,14.0,0.0,23.0,Good,5
2022-02-07,9.9,0.002,0.658333,34.5,1.246617,2022-02-07,41.0,2.0,7.0,33.0,2.0,41.0,Good,5
2022-02-08,6.8,0.0285,0.303652,17.380952,0.4,2022-02-08,28.0,26.0,3.0,16.0,1.0,28.0,Good,5
2022-02-09,8.1,0.02519,0.366667,15.933333,0.4,2022-02-09,34.0,23.0,4.0,15.0,1.0,34.0,Good,5
2022-02-10,8.0,0.019667,0.371958,22.833333,0.07142899999999999,2022-02-10,33.0,18.0,4.0,22.0,0.0,33.0,Good,5
2022-02-11,5.3,0.036059,0.366667,15.52381,0.4375,2022-02-11,22.0,33.0,4.0,15.0,1.0,33.0,Good,5
2022-02-12,6.8,0.035125,0.204167,8.25,0.065972,2022-02-12,28.0,33.0,2.0,8.0,0.0,33.0,Good,5
2022-02-13,5.0,0.023833,0.2,9.875,-0.033333,2022-02-13,21.0,22.0,2.0,9.0,,22.0,Good,5
2022-02-14,6.2,0.026167000000000003,0.3,14.380952,0.3,2022-02-14,26.0,24.0,3.0,14.0,0.0,26.0,Good,5
2022-02-15,5.5,0.019083000000000003,0.4,18.291667,-0.05,2022-02-15,23.0,18.0,5.0,17.0,,23.0,Good,5
2022-02-16,10.916667,0.028875,0.427375,21.125,0.428571,2022-02-16,45.0,27.0,5.0,20.0,1.0,45.0,Good,5
2022-02-17,6.9,0.037417,0.29090900000000003,5.380952,-0.045833,2022-02-17,29.0,35.0,3.0,5.0,,35.0,Good,5
2022-02-18,3.2,0.03225,0.265375,4.8333330000000005,0.0,2022-02-18,13.0,30.0,3.0,5.0,0.0,30.0,Good,5
2022-02-19,3.8,0.030333,0.2,8.875,0.324436,2022-02-19,16.0,28.0,2.0,8.0,0.0,28.0,Good,5
2022-02-20,4.6,0.030875,0.291667,7.761905,0.294792,2022-02-20,19.0,29.0,3.0,7.0,0.0,29.0,Good,5
2022-02-21,6.8,0.019647,0.25,15.958332999999998,0.5,2022-02-21,28.0,18.0,3.0,15.0,1.0,28.0,Good,5
2022-02-22,12.5,0.02125,0.41825,26.5,0.738095,2022-02-22,52.0,20.0,5.0,25.0,1.0,52.0,Moderate,5
2022-02-23,7.3,0.027208,0.172222,9.0,0.27619,2022-02-23,30.0,25.0,2.0,8.0,0.0,30.0,Good,5
2022-02-24,5.416667,0.023667,0.229167,12.583333,0.075,2022-02-24,23.0,22.0,3.0,12.0,0.0,23.0,Good,5
2022-02-25,4.804167,0.02625,0.229583,14.291667000000002,0.014286000000000004,2022-02-25,20.0,24.0,3.0,13.0,0.0,24.0,Good,5
2022-02-26,5.8,0.027208,0.370833,21.380952,0.0125,2022-02-26,24.0,25.0,4.0,20.0,0.0,25.0,Good,5
2022-02-27,7.0,0.036667,0.395833,13.208332999999998,0.0125,2022-02-27,29.0,34.0,4.0,12.0,0.0,34.0,Good,5
2022-02-28,4.2,0.025875,0.3,17.458333,0.099245,2022-02-28,18.0,24.0,3.0,16.0,0.0,24.0,Good,5
2022-03-01,8.5,0.026917,0.508333,24.761905,0.51115,2022-03-01,35.0,25.0,6.0,23.0,1.0,35.0,Good,5
2022-03-02,9.4,0.02825,0.312417,15.041667000000002,0.095833,2022-03-02,39.0,26.0,4.0,14.0,0.0,39.0,Good,5
2022-03-03,7.2,0.031375,0.235667,9.5,0.104762,2022-03-03,30.0,29.0,3.0,9.0,0.0,30.0,Good,5
2022-03-04,4.3,0.029435000000000006,0.293957,12.863636,0.270833,2022-03-04,18.0,27.0,3.0,12.0,0.0,27.0,Good,5
2022-03-05,8.7,0.032083,0.411125,12.875,0.3,2022-03-05,36.0,30.0,5.0,12.0,0.0,36.0,Good,5
2022-03-06,13.0,0.033167,0.266667,10.166667,0.285714,2022-03-06,53.0,31.0,3.0,10.0,0.0,53.0,Moderate,5
2022-03-07,9.0,0.028478,0.226143,9.863636,0.391667,2022-03-07,38.0,26.0,3.0,9.0,1.0,38.0,Good,5
2022-03-08,1.7166669999999995,0.028458,0.30113,5.9583330000000005,0.225,2022-03-08,7.0,26.0,3.0,6.0,0.0,26.0,Good,5
2022-03-09,6.125,0.017792,0.287125,20.708333,0.3904760000000001,2022-03-09,26.0,16.0,3.0,20.0,1.0,26.0,Good,5
2022-03-10,12.5,0.023652,0.294,17.4375,0.3,2022-03-10,52.0,22.0,3.0,16.0,0.0,52.0,Moderate,5
2022-03-11,14.2,0.028625,0.329542,22.041667,0.416667,2022-03-11,55.0,27.0,4.0,21.0,1.0,55.0,Moderate,5
2022-03-12,6.541667,0.025042,0.198375,12.041667,0.380952,2022-03-12,27.0,23.0,2.0,11.0,1.0,27.0,Good,5
2022-03-13,4.7,0.034667,0.190318,5.681818,0.2875,2022-03-13,20.0,32.0,2.0,5.0,0.0,32.0,Good,5
2022-03-14,8.5,0.034292,0.36875,14.5,0.3625,2022-03-14,35.0,32.0,4.0,14.0,1.0,35.0,Good,5
2022-03-15,10.4,0.035667000000000004,0.2,12.083333,0.414286,2022-03-15,43.0,33.0,2.0,11.0,1.0,43.0,Good,5
2022-03-16,9.5,0.033708,0.2,13.666667000000002,0.191667,2022-03-16,40.0,31.0,2.0,13.0,0.0,40.0,Good,5
2022-03-17,11.4,0.016125,0.229167,18.708333,0.266667,2022-03-17,48.0,15.0,3.0,18.0,0.0,48.0,Good,5
2022-03-18,12.7,0.029667,0.241667,19.5,0.395238,2022-03-18,52.0,27.0,3.0,18.0,1.0,52.0,Moderate,5
2022-03-19,10.2,0.022348,0.182,15.666667000000002,0.3,2022-03-19,42.0,21.0,2.0,15.0,0.0,42.0,Good,5
2022-03-20,2.8,0.024792,0.358333,5.875,0.3,2022-03-20,12.0,23.0,4.0,6.0,0.0,23.0,Good,5
2022-03-21,2.8,0.0335,0.269667,8.916667,0.319048,2022-03-21,12.0,31.0,3.0,8.0,0.0,31.0,Good,5
2022-03-22,2.4,0.033208,0.263348,7.904762,0.2,2022-03-22,10.0,31.0,3.0,7.0,0.0,31.0,Good,5
2022-03-23,3.041667,0.02875,0.248458,12.916667,0.2375,2022-03-23,13.0,27.0,3.0,12.0,0.0,27.0,Good,5
2022-03-24,3.375,0.03125,0.211708,8.583333,0.2,2022-03-24,14.0,29.0,2.0,8.0,0.0,29.0,Good,5
2022-03-25,3.1,0.029625,0.365696,9.047619,0.35,2022-03-25,13.0,27.0,4.0,9.0,0.0,27.0,Good,5
2022-03-26,3.1,0.027875,0.191667,9.0,0.345833,2022-03-26,13.0,26.0,2.0,8.0,0.0,26.0,Good,5
2022-03-27,3.8,0.02375,0.129167,4.416667,0.319048,2022-03-27,16.0,22.0,1.0,4.0,0.0,22.0,Good,5
2022-03-28,2.8,0.020958,0.136357,6.857142999999999,0.333333,2022-03-28,12.0,19.0,2.0,6.0,0.0,19.0,Good,5
2022-03-29,2.6,0.024417,0.186083,6.541667,0.3125,2022-03-29,11.0,23.0,2.0,6.0,0.0,23.0,Good,5
2022-03-30,4.4,0.033458,0.224458,10.958333,0.214286,2022-03-30,18.0,31.0,3.0,10.0,0.0,31.0,Good,5
2022-03-31,10.7,0.037217,0.18,11.857143,0.31666700000000003,2022-03-31,45.0,34.0,2.0,11.0,0.0,45.0,Good,5
2022-04-01,2.9,0.028792,0.33225,8.75,0.429965,2022-04-01,12.0,27.0,4.0,8.0,1.0,27.0,Good,5
2022-04-02,3.083333,0.029333,0.266667,10.041667,0.248872,2022-04-02,13.0,27.0,3.0,9.0,0.0,27.0,Good,5
2022-04-03,4.6,0.037471,0.345833,9.809524,0.095833,2022-04-03,19.0,35.0,4.0,9.0,0.0,35.0,Good,5
2022-04-04,4.2,0.031667,0.181,7.565217,0.032155,2022-04-04,18.0,29.0,2.0,7.0,0.0,29.0,Good,5
